food_id,food_name,calories,protein,fat,carbs,fiber,sugar,sodium
258,Dahi vadas/Dahi bhalla,667.7263184,2.96058774,70.40293121,5.486240864,1.0,8.0,78.99948883
259,Gunjia,667.3415527,2.982038498,70.27661133,5.677238941,1.0,8.0,77.8973999
260,Saunth/Sonth chutney with tamarind/imli,141.5258026,1.012457609,0.153785318,33.55118561,5.0,0.5,244.3757019
261,Rice kheer (Chawal ki kheer),75.02603149,2.297225475,2.972336531,10.04908752,1.0,8.0,16.23620796
262,Makhana kheer,107.8494186,3.309985399,5.004436493,12.87867928,1.0,8.0,23.40047073
263,Vermicelli kheer (Semiya/Seviyan ki kheer),120.0692368,3.354676723,4.997086048,15.87435913,1.0,8.0,22.52063751
264,Semolina kheer (Suji/Rava kheer),113.2107925,3.426756382,4.204195023,15.88238144,1.0,8.0,22.6588192
265,Paneer kheer,105.3052521,4.527268887,5.372189045,10.02911663,0.0,5.0,23.8129158
266,Cabbage kheer (Pattagobhi ki kheer),83.50871277,2.870052576,3.797400951,9.729502678,1.0,8.0,22.66781235
267,Carrot kheer (Gajar ki kheer),85.34985352,2.805594921,3.852425814,10.09109497,2.5,3.0,28.5397625
268,Cauliflower kheer (Phoolgobhi ki kheer),81.95392609,3.03789854,3.951557636,8.782567978,1.0,8.0,25.1945343
269,Moong dal kheer,77.15716553,2.952488661,2.973688841,9.894006729,4.0,1.0,16.33641243
270,Phirni,116.1173553,3.48725152,4.344455242,16.10829353,1.0,8.0,22.47098732
271,Semolina halwa (Suji ka halwa),225.6477661,2.164455652,13.38191223,24.66636276,1.0,8.0,1.279362202
272,Shahi suji halwa,382.3438416,3.480142355,21.72504616,44.43684769,1.0,8.0,2.184180975
273,Carrot halwa (Gajar ka halwa),172.6410828,3.112478971,9.732268333,18.5328846,2.5,3.0,39.95637131
274,Egg halwa (Ande ka halwa),299.7441101,7.854403973,13.41347122,39.58943176,0.0,0.0,83.04409027
275,Potato halwa (Aloo ka halwa),151.6638489,1.526275635,3.484855652,29.17604065,1.0,8.0,4.228940487
276,Pumpkin halwa (Kaddu ka halwa),190.2737579,1.32619071,8.809317589,27.60469246,2.5,3.0,8.090763092
277,Moong dal halwa,349.8030396,8.350697517,17.67928505,40.22579956,4.0,1.0,11.18888187
278,Caramel custard (steamed),121.5778046,4.970086098,4.868793011,15.01551723,0.2,5.0,43.56896591
279,Baked custard,106.5260544,5.413426876,5.303098202,9.453520775,1.0,8.0,47.12675858
280,Soft Custard (stirred),109.1819611,5.013466835,5.065971851,11.18957901,1.0,8.0,122.1715393
281,Chocolate ice cream,177.7037811,4.468894958,11.24598408,15.40889454,1.0,8.0,36.78813934
282,Mango ice cream,125.6859665,3.402543783,7.618004322,11.13508797,1.8,10.0,29.13157845
283,Fruit Ice cream (Phalon ka Ice cream),171.4606934,4.373229504,10.38054466,16.05136108,1.0,8.0,38.78287888
284,Caramel ice cream,173.5227661,4.313412189,11.1521616,14.805933,1.0,8.0,33.46606064
285,Lemon souffle,168.5054779,6.947383881,10.01911354,13.43206787,1.0,8.0,50.72784805
286,Orange souffle,168.2843018,6.798155785,9.725512505,14.19959068,1.8,10.0,49.22325897
287,Vanilla souffle,187.8539124,7.714758396,11.19429874,14.78069019,1.0,8.0,56.73057556
288,Chocolate souffle,189.3191986,7.879227161,11.36286354,14.74090958,1.0,8.0,56.06545639
289,Pineapple souffle,196.1425781,8.064504623,11.72044563,15.51683235,1.8,10.0,59.17079163
290,Apple mousse,106.9248657,4.208219051,4.273972511,12.76506805,1.8,10.0,28.78561592
291,Rich chocolate mousse,188.2603302,7.959429741,12.18508339,10.83705425,1.0,8.0,51.70546341
292,Mango mousse,124.9756851,3.207240105,8.466129303,9.140071869,1.8,10.0,19.62451553
293,Orange and pineapple cream,101.1831131,1.436044812,5.428611755,11.95652199,1.8,10.0,10.17026615
294,Charlotte rousse,188.2864532,3.954910994,4.780652046,34.08068085,1.0,8.0,56.44604874
295,Triffle pudding,116.9670639,2.933378935,3.934662104,18.23686981,1.0,8.0,26.94525146
296,Snow flakes pudding,95.21478271,4.674559593,4.968112946,8.072170258,1.0,8.0,39.59811401
297,Kulfi,98.42650604,3.208611488,4.696408272,11.30266857,1.0,8.0,23.96565247
298,Steamed orange pudding,278.0331421,2.343419075,12.03508472,41.52545166,0.2,5.0,79.10389709
299,Meringue and rice pudding,112.9268799,4.836517811,4.050312519,14.60446453,1.0,8.0,44.15892792
300,Cheese pudding,285.014801,11.29107475,18.37196159,19.2738533,0.0,5.0,37.82953262
301,Chocolate pudding,211.9634857,3.547400951,9.477615356,29.58951378,1.0,8.0,171.3564758
302,Bread and butter pudding,167.9412689,5.58700943,7.876481533,19.62779427,3.0,1.0,96.29838562
303,Queen of pudding,132.9197693,5.507628441,5.379554749,16.34950066,1.0,8.0,85.59017944
304,Pineapple upside down pudding,257.7335205,3.147427559,11.91318989,35.73171234,1.8,10.0,74.51805115
305,Date and nut pie,322.4159851,3.927433729,13.31371689,46.86371613,1.0,8.0,3.869911432
306,Stewed apple with custard,92.87266541,1.269841313,1.820458531,18.35978889,1.8,10.0,16.66313934
307,Apple snowballs,101.5112,0.857533753,0.312215805,24.58092499,1.8,10.0,12.79672432
308,Hot orange souffle,179.9652252,6.869344234,8.947623253,18.76819611,1.8,10.0,58.79581833
309,Hot chocolate souffle,226.0910034,6.700422287,11.10464764,26.21140862,1.0,8.0,54.10521317
310,Hot vanilla souffle,192.932724,6.874431133,9.073646545,21.77113724,1.0,8.0,59.58776474
311,Plain burfi (Burfi),408.3239441,9.816153526,27.96376801,30.88422012,1.0,8.0,31.65497589
312,Coconut burfi (Nariyal ki burfi),467.6354675,8.811453819,34.62643051,32.15198135,1.0,8.0,27.62554932
313,Bottle gourd burfi (Ghiya/Lauki burfi),275.9556274,5.858232498,17.67972183,24.50953293,2.5,3.0,18.1525116
314,Chocolate burfi,339.3292236,12.99769211,17.86384773,33.15384674,1.0,8.0,39.32307434
315,Cashewnut burfi (Kaju burfi/Kaju katli),421.7447815,5.475000381,28.46046448,37.9244194,1.0,8.0,4.226744175
316,Gram flour burfi (Besan burfi),421.7930603,11.193964,22.40554619,46.58642578,1.0,8.0,13.01880836
317,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),428.7066345,6.713513851,21.85932159,52.85617447,1.0,8.0,14.40171051
318,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),464.4297485,5.675257683,27.03024101,50.90433121,1.0,8.0,9.060172081
319,Gram flour ladoo (Besan ladoo),476.9094849,8.933900833,22.76039124,62.6084404,1.0,8.0,5.482695103
320,Sesame ladoo (Til ke ladoo),396.9572754,10.70454597,19.64090919,43.5,1.0,8.0,18.54999924
321,Chenna murki,252.6926575,10.46324539,8.19972229,36.01109695,1.0,8.0,11.39528465
322,Milk cake,127.4081802,3.012619495,8.927241325,9.128808022,0.0,5.0,24.97302055
323,Ghujia/Lavang latika,768.9789429,1.863378167,78.93019867,13.00488758,1.0,8.0,3.277993202
324,Gulab Jamun with khoya,586.0634766,2.030522108,53.23343658,26.09215164,1.8,10.0,15.09071636
325,Mal pua,566.6776733,1.705711722,54.63563156,17.56153107,1.0,8.0,6.350835323
326,Shahi tukre,189.8100433,2.763382912,2.537765026,41.45988083,1.0,8.0,71.04485321
327,Potato pakora/pakoda (Aloo pakoda),677.1902466,1.903825164,71.83795166,6.04345417,1.0,8.0,63.38480377
328,Onion pakora/pakoda (Pyaaz ke pakode),674.6106567,1.899080873,71.83914185,5.411282539,1.0,8.0,63.54966736
329,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),671.6342163,1.976174951,71.86286163,4.518176556,1.0,8.0,66.54091644
330,Mixed vegetable pakora/pakoda,673.8098755,1.938517451,71.85663605,5.123365402,1.0,8.0,65.3548584
331,Spinach pakora/pakoda (Palak pakoda),712.6192017,1.964586377,76.3780899,4.676296234,2.5,3.0,69.54491425
332,Methi pakora/pakoda (Methi ke pakode),713.2520142,2.06167078,76.39006805,4.683861256,1.0,8.0,69.82608032
333,Egg pakora/pakoda (Ande ke pakode),710.5067139,2.831543922,75.86315155,4.476509094,0.0,0.0,75.36734009
334,Bread pakora/pakoda,710.9881592,2.571321726,74.19755554,8.872590065,3.0,1.0,101.4885406
335,Paneer pakora/pakoda,718.1218872,3.270359516,76.05168152,5.524870396,0.0,5.0,131.6965637
336,Potato bonda (Aloo bonda),632.835022,1.088666439,67.79877472,4.534309387,1.0,8.0,132.5335388
337,Potato samosa (Aloo ka samosa),577.3856812,1.711783648,59.19092941,9.205666542,1.0,8.0,77.1000824
338,Minced meat samosa (Keema ka samosa),620.9884644,4.425311565,64.26115417,6.137866974,0.0,0.0,88.64081573
339,Paneer and pea samosa (Paneer matar ka samosa),623.8062744,4.017748356,63.64622116,8.548890114,0.0,5.0,78.18234253
340,Mathri,805.1233521,1.749623179,83.0970993,12.32309532,1.0,8.0,64.7046051
341,Khasta kachori,712.7287598,2.508797407,72.27396393,12.81132984,1.0,8.0,90.55682373
342,Vegetable cutlet,665.4544067,1.246700525,71.32704163,4.68482399,1.0,8.0,85.38026428
343,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),701.7111816,1.755823016,73.88726807,7.394248009,1.0,8.0,76.65470886
344,Peanut cutlet (Mungfali ke cutlet),698.7667236,2.627135992,74.0022049,5.675396919,1.0,8.0,84.23815918
345,Fish cutlet (Machli ka cutlet),654.6401367,2.768209457,70.10616302,3.129679918,1.0,8.0,75.32618713
346,Paneer potato cutlet (Paneer aloo cutlet),672.9443359,2.470283985,71.40327454,5.228550434,0.0,5.0,85.70502472
347,Spinach chickpeas cutlet (Palak channa dal cutlet),688.0281372,1.4409554,73.59933472,4.932109356,2.5,3.0,79.12749481
348,Cheese toast,785.3669434,1.984017134,84.10910797,5.485180855,0.0,5.0,121.0513306
349,Vegetable burger,519.9310913,3.262809277,50.63131714,13.68806362,1.0,8.0,168.9721069
350,Cheese pizza,249.4973755,5.791156292,12.43484306,30.62497902,0.0,5.0,397.7280579
351,Vegetable seekh kebab,690.7252197,1.573036432,73.72038269,5.323051453,1.0,8.0,83.66737366
352,Masala vada,826.0245972,1.686221004,89.15479279,4.062221527,5.0,0.5,74.53056335
353,Peanut sago vada (Sabudana mungfali vada),749.8857422,1.014498711,79.82255554,7.139414787,1.0,8.0,71.28806305
354,Vegeterian scotch egg,681.6655273,2.163021564,72.77320862,4.64202404,0.0,0.0,93.32636261
355,Paneer shaslik/tikka,93.8495636,5.112798214,4.492904186,7.980454922,0.0,5.0,103.3890533
356,Peanut brittle (Moongfali ki chikki),320.4629517,6.942639351,11.13045692,47.46446991,4.0,1.0,15.99238491
357,Spring roll,623.8739624,1.805354834,64.63278198,8.558433533,1.0,8.0,132.8436279
358,Dry mango chutney (Sookhe aam ki chutney),298.1324463,2.434478283,0.698240101,69.1704483,1.8,10.0,437.9145813
359,Peanut chutney (Mungfali ki chutney),258.3667603,11.7951479,19.06409836,9.865445137,5.0,0.5,475.3409424
360,Coconut chutney (Nariyal ki chutney),265.9245911,3.590065002,24.99911308,8.291091919,5.0,0.5,428.2818298
361,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),102.595314,2.813388348,0.506881535,21.18227959,5.0,0.5,391.6641846
362,Custard tart,225.5993042,3.723103762,10.72502136,28.65911102,1.0,8.0,59.73914719
363,Lemon tart,303.3526001,6.117336273,17.44845009,30.68358231,1.0,8.0,76.09460449
364,Jam tart,360.7218018,4.418653011,17.35129547,46.17616653,1.8,10.0,70.33782196
365,Orange cream tart,197.1592712,2.577662468,8.721904755,27.43480492,1.8,10.0,36.85004425
366,Pineapple tart,195.4042969,2.287935257,8.214736938,28.61894798,1.8,10.0,37.88275146
367,Cheese and mushroom tart,246.0964203,5.508494377,15.28492546,21.42671013,0.0,5.0,212.4222717
368,Cottage cheese pie,238.9797211,7.448158741,13.82702255,20.66069412,0.0,5.0,103.2914581
369,Minced meat pie,221.5529022,7.378210068,13.03927422,18.11471367,0.0,0.0,127.8515091
370,Apple cinnamon pie,258.734375,3.351446629,12.20546913,33.67833328,1.8,10.0,60.14255524
371,Lemon meringue pie,224.4261322,3.876493931,8.156573296,35.10692978,1.0,8.0,85.12271118
372,Chocolate meringue pie,214.7573242,4.979538441,9.17438221,28.80054283,1.0,8.0,80.77204895
373,Cream puffs,221.3268433,4.699136257,15.4815197,16.00483704,1.0,8.0,98.75509644
374,Chocolate eclairs,239.4154205,4.237518311,13.4968977,26.21979332,1.0,8.0,85.87769318
375,Cheese balls,681.2822876,2.21100378,72.56733704,4.809665203,0.0,5.0,120.6973419
376,Minced meat patties,265.7190247,6.8773489,19.57142639,15.25434589,0.0,0.0,252.1827545
377,Cheese patties,324.0090942,7.381089687,22.66856194,22.23377228,0.0,5.0,295.2244263
378,Hot cheese souffle,177.0967255,9.182578087,13.23027802,5.405745506,0.0,5.0,286.957428
379,Hot potato souffle,125.6387558,5.507102966,7.644676208,8.564294815,1.0,8.0,97.19923401
380,Hot fish souffle,142.921051,11.22653008,9.24467659,3.69231081,1.0,8.0,110.9350204
381,Hot spinach souffle,104.2473907,5.433976173,7.239029408,4.188166142,2.5,3.0,104.6934357
382,Plain cream cake,353.9397278,6.181830883,16.16680717,47.18427277,1.0,8.0,173.9957733
383,Apple cake (Seb ka cake),290.0763855,4.937720299,12.86799622,39.48321533,1.8,10.0,136.9531403
384,Marble cake,354.1051331,6.299614906,16.26556206,46.87871552,1.0,8.0,138.4774323
385,Chocolate cake,335.6086731,6.006793976,15.18386459,45.13715363,1.0,8.0,241.9256897
386,Orange cake,357.6085815,6.099879742,16.21464539,48.27658844,1.8,10.0,105.4055252
387,Fruit Loaf,324.1949463,5.36425066,13.31402683,46.49192429,1.0,8.0,160.5986176
388,Banana cake (Kele ka cake),389.5144653,5.772431374,23.31423187,39.99608612,1.8,10.0,117.8056107
389,Chocolate chiffon cake,311.7092896,5.764435768,15.7990303,37.86885452,1.0,8.0,188.5887909
390,Christmas cake,372.9477234,5.492805958,16.88383102,48.29463959,1.0,8.0,64.84249878
391,Strawberry and vanilla cake with butter icing,370.5380859,3.890472174,20.38861084,44.25393295,1.0,8.0,107.266098
392,Eggless cake,318.0814209,8.119446754,11.75040436,46.14249039,0.0,0.0,310.5029297
393,Swiss roll,251.8735199,7.296679497,3.767035484,48.33952713,1.0,8.0,51.89723206
394,Pineapple pastry,208.2084961,6.058520317,7.874136925,29.03999901,1.8,10.0,44.29945374
395,Black forest pastry,233.545578,6.087828159,8.463431358,34.47667694,1.0,8.0,53.4348526
396,Coconut finger,274.8556824,7.09024477,8.86209774,42.55716705,1.0,8.0,46.86363602
397,Pineapple cake,195.5715485,5.013372421,9.343976974,23.50896645,1.8,10.0,37.47485352
398,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),424.8010559,6.559678078,23.62210846,47.09653854,1.0,8.0,280.4386292
399,Chocolate chip cookies,425.2902832,5.790704727,19.3783226,57.97942734,1.0,8.0,278.293335
400,Sweet plain biscuit,380.7574768,5.859417439,17.66660118,50.29009628,1.0,8.0,132.593399
401,Chocolate biscuit,379.7616577,5.876329899,17.09229279,51.56403351,1.0,8.0,127.0194473
402,Coconut biscuit (Nariyal ke biscuit),434.9830933,5.780740738,27.16074181,42.90459061,1.0,8.0,105.758812
403,Sweet and salty biscuit (Meethay aur namkeen biscuit),407.9567566,6.153419495,22.38549232,45.08714676,1.0,8.0,414.7036133
404,Peanut biscuit,401.0492249,8.450937271,20.40828133,46.72406006,1.0,8.0,202.2603149
405,Pin wheel biscuit,404.6002197,5.399580479,18.66079521,54.56477737,1.0,8.0,131.7308197
406,Saffron biscuit (Kesar biscuit),458.6100769,6.047318459,22.0112381,59.70264816,1.0,8.0,5.65286541
407,Masala biscuit,393.6421509,6.061443329,20.75020599,45.1802063,5.0,0.5,714.5203247
408,Ice box cookies,374.2432861,5.69883728,14.43691444,56.09218216,1.0,8.0,449.1414795
409,Ginger bread man,364.9998169,6.609490871,11.00603676,60.25521469,3.0,1.0,477.986969
410,Danish cookies,475.3273621,5.333333015,24.91542244,58.00497437,1.0,8.0,201.064682
411,Short bread cookies,443.0935364,6.027046204,17.98434067,64.81565857,3.0,1.0,145.0049896
412,Coffee biscuit,416.5721741,6.897576809,23.00468445,46.55347061,0.2,5.0,112.5298843
413,Melting moments,437.9105225,5.713255405,21.7791996,55.835392,1.0,8.0,119.0884781
414,Ginger biscuit (Adarak ke biscuit),417.9089966,5.981011391,18.30567551,58.44478607,1.0,8.0,79.68214417
415,Soyabean muthias,839.3265991,2.456706524,90.44906616,3.702128887,1.0,8.0,78.24902344
416,Soyabean tikki,698.1696167,3.534716845,74.01758575,4.386415005,1.0,8.0,88.71622467
417,Soyabean namak paras,838.463562,2.650986671,89.82512665,4.650168896,1.0,8.0,72.05317688
418,Peanut burfi (Moongfali ki burfi),550.9937134,9.311023712,36.8409462,48.13779449,4.0,1.0,6.77559042
419,Spinach peanut namak paras (Palak moongfali namak paras),740.164856,1.654333711,78.5110321,6.616377831,2.5,3.0,73.15365601
420,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),758.8948364,2.076328993,80.03778839,7.63239193,1.0,8.0,74.88355255
421,Rice moong dal cheela (Chawal aur moong dal ka cheela),798.2612915,2.740994692,82.43790436,11.12778759,4.0,1.0,142.8216095
422,Split bengal gram sweet rice (Channa dal sweet rice),190.2114105,4.154545307,0.64409095,41.07227325,4.0,1.0,8.380000114
423,Sweet poori (Meethi poori),782.7457275,2.118032694,79.63114929,14.26278687,1.0,8.0,2.56606555
424,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),441.0816956,9.835238457,18.41142845,59.99618912,4.0,1.0,5.248571396
425,Spinach burfi (Palak burfi),121.1724396,2.707460642,6.814060211,12.76034451,2.5,3.0,27.77490616
426,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),366.5869751,9.514519691,7.927868843,62.66041946,4.0,1.0,12.05386353
427,Sprouted moong daliya,111.5632477,2.805094957,4.709778309,14.77253151,3.0,1.0,196.7294312
428,Sprouted moong poha,192.6034241,5.592452049,6.885891438,26.60483932,4.0,1.0,220.8244171
429,Pearl millet ladoo (Bajra ladoo),319.6562195,9.613684654,8.058947563,50.98263168,1.0,8.0,12.26105213
430,Paushtik ladoo,485.8724365,7.651785851,24.98250008,60.33535767,1.0,8.0,6.093571186
431,Paushtik roti,149.2551727,7.168041706,1.508170485,26.59406662,1.0,8.0,170.9580383
432,Semolina carrot vada (Suji gajar vada),699.5288086,1.559907794,74.07450104,6.520737171,2.5,3.0,73.16743469
433,Dhokla,216.4854584,13.44774532,5.283342361,30.6843338,1.0,8.0,376.0176392
434,Kashmiri tea (Kehwa),24.90366554,0.17414102,0.506342053,5.232052803,0.2,5.0,0.292384118
435,Steeped hot coffee,15.90804482,0.386633664,0.332673252,3.010396004,0.2,5.0,2.816336632
436,Hot chocolate,90.00577545,3.429396391,4.611023903,9.018110275,1.0,8.0,36.04094315
437,Cold coffee (with cream),82.7640686,1.934131742,3.289820433,11.98323345,0.2,5.0,15.3520956
438,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),76.44817352,2.014117718,2.771176577,11.15352917,0.2,5.0,16.6258812
439,Flavoured milkshake,66.77578735,2.058947325,2.829473734,8.646315575,0.2,5.0,16.34315681
440,Jal jeera,30.24080658,0.437866539,0.259821236,6.700246334,1.0,8.0,215.6183929
441,Gingo,48.01787186,0.136288658,0.059364259,12.41860867,1.0,8.0,21.50152969
442,Mintade,40.32213593,0.033421051,0.023464913,10.59478092,1.0,8.0,26.69355202
443,Canjee,6.614322186,0.244101807,0.42344591,0.436123341,1.0,8.0,43.03103256
444,Cauliflower canjee (Phoolgobhi ki canjee),6.896761417,0.389034063,0.422818482,0.34624359,1.0,8.0,41.44815826
445,Potato canjee (Aloo canjee),16.26383209,0.435211271,0.388433635,2.685446024,1.0,8.0,35.98950195
446,Vermicelli porridge (Semiya/Seviyan porridge),78.39782715,2.496595144,2.982597589,10.56494331,3.0,1.0,65.33417511
447,Semolina upma (Suji/Rava upma),147.8926239,3.300867319,7.493270874,16.31265831,1.0,8.0,101.5870132
448,Vermicelli upma (Semiya/Seviyan upma),149.107254,3.110758543,7.446214199,16.87545586,1.0,8.0,101.7978287
449,Rice upma,151.2665863,2.628898859,7.45750761,17.9558754,1.0,8.0,101.7470093
450,Bread upma,129.513443,2.796420336,7.749258518,12.59895134,3.0,1.0,176.4427795
451,Vegetable upma,146.4681702,4.727303982,6.631543636,16.45557404,1.0,8.0,347.0248108
452,Poha,294.5255127,6.085385799,14.13822842,35.04796982,1.0,8.0,377.0968628
453,Vegetable poha,180.5158539,4.88825798,8.069046021,21.52060127,1.0,8.0,418.0244446
454,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),154.885025,6.973777294,5.114756584,19.42352104,4.0,1.0,267.2310181
455,Paneer stuffed cheela/chilla,205.1893005,11.43620205,8.886109352,19.15979195,0.0,5.0,289.0993958
456,Indian style egg bhujia (Anda bhujia (Indian style)),102.8344269,6.096826553,7.019655228,3.761813402,0.0,0.0,218.0529327
457,French omelette/omlet,211.0394897,10.03088188,18.85691261,0.411323518,1.0,8.0,381.8535156
458,Puffy omelette/omlet,188.1486969,8.815789223,16.83552551,0.078947365,1.0,8.0,340.5263062
459,Orange omelette/omlet,194.66185,8.934210777,16.83552551,1.677631617,1.8,10.0,340.921051
460,Cheese and mushroom omelette/omlet,205.6268463,9.69140625,17.81929779,1.682578087,0.0,5.0,400.2940674
461,Spanish omelette/omlet,157.447403,8.250065804,11.43927574,5.100065708,1.0,8.0,233.8673706
462,Mixed stock,25.19252777,2.064835072,1.713406563,0.332087904,1.0,8.0,9.512746811
463,Meat stock,24.48275948,2.103448153,1.775862098,0.0,0.0,0.0,8.620689392
464,White stock,6.98718977,0.06797386,0.555817008,0.398954242,1.0,8.0,1.564182997
465,Meat consomme (with mutton),29.76418877,14.85892868,13.67758465,0.509090185,0.0,0.0,12665.51855
466,Consomme au julienne,27.76263237,12.49298573,10.65753365,1.491213083,1.0,8.0,10208.46973
467,Consomme au vermicelli,29.94413757,15.23120117,12.98159981,1.30088532,1.0,8.0,12524.60547
468,Green pea soup (Matar ka soup),39.80643082,11.06456852,12.89562893,3.632769823,1.0,8.0,10958.10742
469,Spinach soup (Palak ka soup),32.59222412,10.53670883,14.26410198,3.025835514,2.5,3.0,12088.20801
470,Mixed vegetable soup,35.7097435,8.215634346,11.66197014,2.948354959,1.0,8.0,9202.267578
471,Cheese soup,41.13197327,12.38849926,17.07173347,1.868424535,0.0,5.0,13695.34766
472,Mulligatawny soup,54.42295837,11.26493549,13.27671719,8.236784935,1.0,8.0,11602.49512
473,Cream of carrot soup,59.76658249,8.27436924,12.35193825,5.687576294,2.5,3.0,8694.793945
474,Cream of broccoli soup,56.14227676,8.969630241,12.74629307,3.72043848,1.0,8.0,8792.429688
475,Cream of potato soup,60.2033844,8.100199699,12.04999447,6.142794132,1.0,8.0,8503.991211
476,Almond soup (Badam ka soup),78.65080261,10.13052368,13.79874229,3.682903528,1.0,8.0,8376.935547
477,Cold cucumber cream soup,11.87667942,0.336496741,0.337045759,1.759111166,2.5,3.0,207.890686
478,Cold tomato soup,16.90400696,0.113406189,1.557085633,0.591766834,2.5,3.0,287.1494751
479,Chicken stew,127.545578,7.192839622,8.91223526,4.441752911,0.0,0.0,79.61584473
480,Veg paneer stew,145.5452118,6.984574795,8.407440186,10.21522713,0.0,5.0,73.15274811
481,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),191.2708282,4.371401787,7.268971443,26.37024498,1.0,8.0,241.1909027
482,Methi parantha/paratha,148.3622894,4.271204472,4.344996452,22.19110298,1.0,8.0,48.35766602
483,Bathua poori,598.7944336,2.352811813,59.1374054,13.85232258,1.0,8.0,49.71075821
484,Gram flour poori (Besan poori),697.664917,2.586725712,71.51268005,10.93451309,1.0,8.0,58.32625198
485,Beetroot poori (Chukandar ki poori),527.6575928,1.912888646,52.17767715,12.28864384,1.0,8.0,46.48143387
486,Peas poori (Matar ki poori),592.8313599,3.036515474,57.69212341,14.91742229,2.5,3.0,47.76563263
487,Peas kachori (Matar kachori),584.6833496,3.213043213,57.50550842,13.24767208,2.5,3.0,55.4510231
488,Pizza,146.7727051,6.848748684,8.723817825,9.942834854,1.0,8.0,225.0174713
489,Bacon and mushroom pancake,157.6691437,6.820419788,10.60208893,8.468841553,1.0,8.0,344.2349548
490,Cheese and tomato pancake,147.3852692,5.145699024,9.283824921,10.66385555,2.5,3.0,281.6183167
491,Minced meat pancake (with chicken),116.0413208,12.01272583,10.47835636,8.17706871,0.0,0.0,4942.177734
492,Eggplant/Brinjal rice (Vangi bhat),184.7958069,5.278867245,3.673873186,31.73951912,2.5,3.0,59.05540466
493,Kashmiri 'tahar',98.20726776,1.951994777,1.365231872,19.10806084,1.0,8.0,61.29308319
494,Cumin pulao (Jeera/Zeera pulao),135.2413483,2.472125769,3.196450949,23.61042595,1.0,8.0,219.7330933
495,Peas pulao (Matar pulao),108.8690262,3.893981695,1.902913809,18.4157238,2.5,3.0,86.17954254
496,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),116.5250168,3.600520611,2.296186924,19.72002792,4.0,1.0,98.06568146
497,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),125.5122681,3.436180353,2.578067541,21.55298615,1.0,8.0,103.0861053
498,Mutton pulao,130.7720337,6.517856121,10.78027821,11.26022053,1.0,8.0,3115.587158
499,Chicken pulao,108.2407074,6.074903011,8.476006508,11.16752625,0.0,0.0,3093.470459
500,Mexican rice,120.5663147,4.623010635,4.880230427,14.2142601,1.0,8.0,93.41668701
501,Plain khitchdi (Plain khichri/khichdi),57.0304985,1.717813611,1.006341457,10.0418644,3.0,1.0,37.14425278
502,Instant idli (with semolina),247.2870483,9.164912224,3.60707736,43.40259552,1.0,8.0,1504.66272
503,Plain dosa,380.9057922,10.33636665,8.430865288,64.07878876,1.0,8.0,142.9792328
504,Masala dosa mixed vegetable fillings,144.5328979,4.835011959,3.257517815,23.01639175,5.0,0.5,122.0806961
505,Masala dosa paneer fillings,243.1155853,10.30857754,8.843331337,29.75511551,0.0,5.0,160.399826
506,Uttapam,255.9463501,6.183180332,9.02870369,36.2771492,1.0,8.0,228.6923828
507,Appam,267.6977234,3.11967206,22.62966728,13.27937317,1.0,8.0,26.59439278
508,Beans and macaroni,136.0823364,4.583008766,7.014297009,14.24249744,1.0,8.0,182.7870941
509,Spaghetti bolognese,97.4262085,9.350064278,9.51491642,10.04308033,1.0,8.0,5358.596191
510,Meat and macaroni casserole,161.5495148,9.146741867,10.16791534,16.12368393,0.0,0.0,2511.986084
511,Spaghetti with meat balls and tomato sauce,158.1268158,5.606260777,10.64010143,10.45776463,2.5,3.0,189.1266327
512,Spaghetti with paneer balls and tomato sauce,158.535965,3.953865528,10.4376049,12.7246294,2.5,3.0,199.5530396
513,Lasagne with meat sauce,63.3764801,2.901586533,3.434756279,5.382512093,0.0,0.0,37.0819397
514,Lasagne with vegetables,49.22756577,1.705110192,2.160186529,5.904449463,1.0,8.0,40.78461075
515,Home made egg noodles,240.8446045,6.546877384,4.373616219,42.9210968,3.0,1.0,177.2431183
516,Sour lentils (Khatti dal),34.78679657,2.215777636,0.12412715,6.039076805,4.0,1.0,115.6044693
517,Urad special dehusked,69.43492889,3.140222788,2.168675423,8.862365723,1.0,8.0,109.558548
518,Arhar with spinach (Arhar dal aur palak),52.83700562,2.051043272,2.755333662,4.765925884,2.5,3.0,109.9670868
519,Moong dal with vadi,24.07896423,0.397086382,2.048027277,0.995238185,4.0,1.0,112.3644791
