food_name,calories,protein,fat,carbs,fiber,sugar,meal_type,cat
Plain dosa,380.9,10.3,8.4,64.1,1.0,8.0,common,vegan
Masala dosa mixed vegetable fillings,144.5,4.8,3.3,23.0,5.0,0.5,common,vegan
Masala dosa paneer fillings,243.1,10.3,8.8,29.8,0.0,5.0,common,vegan
Uttapam,255.9,6.2,9.0,36.3,1.0,8.0,common,vegan
Appam,267.7,3.1,22.6,13.3,1.0,8.0,common,vegan
Beans and macaroni,136.1,4.6,7.0,14.2,1.0,8.0,common,vegan
Spaghetti bolognese,97.4,9.4,9.5,10.0,1.0,8.0,common,vegan
Meat and macaroni casserole,161.5,9.1,10.2,16.1,0.0,0.0,common,vegan
Spaghetti with meat balls and tomato sauce,158.1,5.6,10.6,10.5,2.5,3.0,common,vegan
Spaghetti with paneer balls and tomato sauce,158.5,4.0,10.4,12.7,2.5,3.0,common,vegan
Lasagne with meat sauce,63.4,2.9,3.4,5.4,0.0,0.0,common,vegan
Lasagne with vegetables,49.2,1.7,2.2,5.9,1.0,8.0,common,vegan
Home made egg noodles,240.8,6.5,4.4,42.9,3.0,1.0,break-fast,vegan
Sour lentils (Khatti dal),34.8,2.2,0.1,6.0,4.0,1.0,common,vegan
Urad special dehusked,69.4,3.1,2.2,8.9,1.0,8.0,common,vegan
Arhar with spinach (Arhar dal aur palak),52.8,2.1,2.8,4.8,2.5,3.0,common,vegan
Moong dal with vadi,24.1,0.4,2.0,1.0,4.0,1.0,common,vegan
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),26.7,1.1,0.9,3.4,1.0,8.0,common,vegan
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),24.4,1.1,0.9,2.8,1.0,8.0,common,vegan
Green gram whole with baghar (Sabut moong dal with tadka),63.4,3.2,2.5,6.8,4.0,1.0,common,vegan
Urad sabut special,79.4,2.3,5.5,5.0,1.0,8.0,common,vegan
Kabuli channa curry,68.6,2.9,3.1,7.6,1.0,8.0,common,vegan
Besan gatte curry,189.4,7.8,10.7,16.3,1.0,8.0,common,vegan
Dry masala chops,135.1,9.1,9.5,3.3,5.0,0.5,common,vegan
Mutton korma,115.6,7.1,8.5,2.5,1.0,8.0,common,vegan
Shahi keema kofta curry,418.1,4.1,43.8,1.7,1.0,8.0,common,vegan
Minced meat ball curry,109.8,6.8,7.8,2.9,0.0,0.0,common,vegan
Boti kebab,132.9,9.2,9.3,3.1,1.0,8.0,common,vegan
Mutton seekh kebab,133.9,11.3,8.4,3.1,1.0,8.0,common,vegan
Indian lamb and egg curry (Nargisi kofta),335.8,3.8,34.7,2.1,0.0,0.0,dinner,vegan
Soya chunks sweet and sour (Nutrinugget sweet and sour),500.9,2.9,56.0,3.3,1.0,8.0,common,vegan
Soya chunks korma (Nutrinugget korma),131.4,3.9,9.5,7.7,1.0,8.0,common,vegan
Mushroom matar,70.8,2.8,4.1,5.3,1.0,8.0,common,vegan
Soya chunks and peas (Nutrinugget matar),82.6,3.0,5.1,5.8,2.5,3.0,common,vegan
Vegetable yakhni,406.1,1.2,43.8,1.9,1.0,8.0,common,vegan
Spinach mushroom (Palak mushroom),47.6,1.9,3.0,3.0,2.5,3.0,common,vegan
Vegetarian nargisi kofta curry,332.2,2.3,32.9,6.6,1.0,8.0,common,vegan
Roast chicken,199.9,20.5,13.1,0.1,0.0,0.0,common,vegan
Shahi chicken masala,163.7,9.8,12.0,4.1,0.0,0.0,common,vegan
Tomato chicken,111.7,10.6,6.7,2.1,2.5,3.0,common,vegan
Creamy chicken,152.9,13.5,9.6,3.1,0.0,0.0,common,vegan
Broccoli chicken ala king,119.6,8.0,7.6,5.3,0.0,0.0,common,vegan
Ginger chicken,129.2,8.2,8.2,5.6,0.0,0.0,common,vegan
Chicken sweet and sour,445.1,6.9,47.6,2.7,0.0,0.0,common,vegan
Chicken korma,148.0,9.8,9.7,5.4,0.0,0.0,common,vegan
Bengal fish curry (Bengali machli curry),109.4,7.3,7.0,4.4,1.0,8.0,common,vegan
Fish finger,542.9,5.7,55.8,4.5,1.0,8.0,common,vegan
Fish in coconut milk (Nariyal ke doodh ke saath machli),86.2,8.7,4.4,2.7,0.0,5.0,common,vegan
Prawn curry (with coconut) (Jhinga curry),109.5,8.5,6.9,3.1,1.0,8.0,common,vegan
Baked stuffed fish,122.0,16.1,5.4,2.1,1.0,8.0,common,vegan
Fish pie,120.9,9.3,5.8,7.7,1.0,8.0,snacks,vegan
Crispy baked fish,138.4,11.0,6.4,9.6,1.0,8.0,common,vegan
Fish souffle,139.7,10.5,8.5,5.1,1.0,8.0,common,vegan
Potato curry (Aloo ki sabzi),89.6,1.5,4.5,10.4,1.0,8.0,common,vegan
Egg curry (Anda curry),117.5,5.4,8.8,4.0,0.0,0.0,break-fast,vegan
Vegetable curry with coconut,83.1,2.8,4.7,7.2,1.0,8.0,common,vegan
Curd with potatoes (Dahi aloo),59.9,1.6,2.7,7.1,0.0,5.0,common,vegan
Potato kofta curry (Aloo kofta curry),455.4,0.6,49.1,2.8,1.0,8.0,common,vegan
Yam kofta curry (Zimikand/Suran kofta curry),322.9,0.7,33.8,3.7,1.0,8.0,common,vegan
Jackfruit kofta curry (Kathal ka kofta curry),321.1,0.8,33.8,3.2,1.0,8.0,common,vegan
Spinach and potato (Palak aloo),57.2,1.6,2.8,5.9,2.5,3.0,common,vegan
Mooli bhujia,91.2,1.7,7.3,4.7,1.0,8.0,common,vegan
Bathua bhujia,90.9,2.3,7.3,3.6,1.0,8.0,common,vegan
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),142.5,8.2,9.4,6.1,1.0,8.0,common,vegan
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),124.6,5.8,8.2,7.0,1.0,8.0,common,vegan
Dry arbi (Sookhi arbi),134.9,2.1,9.0,11.1,1.0,8.0,common,vegan
Masala arbi,185.4,3.0,11.9,16.2,5.0,0.5,common,vegan
Peas brinjal bhartha (Matar baingan bhartha),84.5,2.1,6.1,5.0,2.5,3.0,common,vegan
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),110.8,1.8,9.3,4.5,2.5,3.0,common,vegan
Crispy okra/Crispy lady's fingers (Karare bhindi),657.8,1.9,70.4,4.3,2.5,3.0,common,vegan
Beans foogath,105.1,2.0,9.2,3.3,1.0,8.0,common,vegan
Stuffed bittergourd (wet) (Bharwa karele),162.4,1.4,15.2,4.7,2.5,3.0,common,vegan
Jackfruit/Kathal (dry),489.0,0.9,51.8,4.6,1.0,8.0,common,vegan
Yam fried (Zimikand/Suran fried),491.8,0.8,51.8,5.5,1.0,8.0,common,vegan
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",95.7,2.8,5.5,8.2,1.0,8.0,common,vegan
Vegetable jalfrezi,68.5,1.4,4.4,5.4,1.0,8.0,common,vegan
Vegetables stir fry,30.8,1.0,1.5,3.2,1.0,8.0,common,vegan
Broccoli delight,40.7,2.5,2.5,2.3,1.0,8.0,common,vegan
Dhansak (vegetarian),82.8,3.3,4.2,7.3,1.0,8.0,common,vegan
Cauliflower basket,90.9,5.2,5.9,4.0,1.0,8.0,common,vegan
Stuffed bottle gourd (Stuffed ghiya/lauki),93.2,5.8,5.8,4.4,2.5,3.0,common,vegan
Ducheese potato,140.5,3.6,9.0,10.9,0.0,5.0,common,vegan
Roast potatoes,87.3,1.5,2.4,14.5,1.0,8.0,common,vegan
Stuffed baked potatoes,100.2,3.8,4.4,11.0,1.0,8.0,common,vegan
Potato nests,111.6,5.7,4.8,11.0,1.0,8.0,common,vegan
Parsley potato,119.5,1.5,6.3,13.8,1.0,8.0,common,vegan
Creamed spinach and mushroom,419.6,2.3,44.1,3.2,2.5,3.0,common,vegan
Fricassee of Mushroom,106.7,3.7,6.6,8.1,1.0,8.0,common,vegan
Cauliflower au gratin,145.9,4.5,10.2,9.1,1.0,8.0,common,vegan
Vegetable and cheese pie,126.9,4.0,8.3,8.8,0.0,5.0,snacks,vegan
Spinach souffle,150.2,7.4,10.5,6.3,2.5,3.0,common,vegan
Beetroot and egg salad (Chukandar aur ande ka salad),84.9,3.4,6.5,3.4,0.0,0.0,break-fast,vegan
Sour cream potato salad,121.9,2.9,8.1,9.1,1.0,8.0,common,vegan
Tossed green salad,49.9,1.3,3.2,3.8,1.0,8.0,common,vegan
Spring basket salad,160.5,3.4,11.3,11.6,1.0,8.0,common,vegan
Cucumber and yogurt salad (Kheere aur dahi ka salad),36.1,2.1,0.9,4.7,2.5,3.0,common,vegan
Chicken and tomato towers,100.6,6.9,7.0,2.4,2.5,3.0,common,vegan
Jellied sunshine fruit salad,48.9,5.9,0.8,4.2,1.0,8.0,common,vegan
Tomato aspic,50.4,6.9,0.3,5.0,2.5,3.0,common,vegan
Frozen frosty fruit salad (Phalon ka salaad),103.5,1.7,4.2,15.6,1.0,8.0,common,vegan
French dressing,733.8,0.3,79.6,3.7,1.0,8.0,common,vegan
Mayonnaise without eggs,329.1,2.1,33.8,4.0,0.0,0.0,break-fast,vegan
Curd dressing,78.8,5.6,2.9,8.0,0.0,5.0,common,vegan
Carrot raita (Gajar ka raita),64.8,4.1,2.2,7.2,2.5,3.0,common,vegan
Pumpkin raita (Kaddu ka raita),55.6,3.7,1.9,6.0,2.5,3.0,common,vegan
Mint and peanut raita (Pudinay aur moongfali ka raita),112.0,7.0,6.2,7.3,4.0,1.0,common,vegan
Spinach raita (Palak ka raita),52.8,3.9,1.9,5.1,2.5,3.0,common,vegan
Bathua raita,54.4,4.1,1.8,5.3,1.0,8.0,common,vegan
Pineapple raita (Ananas ka raita),67.7,3.9,2.0,8.6,1.8,10.0,common,vegan
Banana raita (Kele ka raita),89.0,4.1,2.1,13.5,1.8,10.0,common,vegan
Mango raita (Aam ka raita),67.4,3.9,2.1,8.2,1.8,10.0,common,vegan
Guava raita (Amarood ka raita),64.4,4.2,2.1,7.3,1.8,10.0,common,vegan
Grapes raita (Angoor ka raita),72.6,4.0,2.1,9.7,1.8,10.0,common,vegan
Bottle gourd kheer (Ghiya/Lauki kheer),84.1,2.7,3.9,10.0,2.5,3.0,common,vegan
Pumpkin kheer (Kaddu ki kheer),86.4,2.8,3.9,10.4,2.5,3.0,common,vegan
Apple kheer (Seb ki kheer),81.3,2.1,3.2,11.3,1.8,10.0,common,vegan
Caramel custard (baked),122.7,5.1,5.0,15.0,1.0,8.0,common,vegan
Vanilla ice cream without egg,228.7,2.7,18.1,14.2,0.0,0.0,break-fast,vegan
Vanilla ice cream with egg,214.9,4.2,17.0,11.7,0.0,0.0,break-fast,vegan
Strawberry ice cream,215.6,4.2,17.0,12.3,1.0,8.0,snacks,vegan
Chocochip ice cream,241.4,4.2,17.9,16.8,1.0,8.0,snacks,vegan
Choconut ice cream,274.0,5.0,18.5,23.1,1.0,8.0,snacks,vegan
Pear chocholate sunday,183.5,2.1,13.1,15.0,1.0,8.0,common,vegan
Chocolate sauce,263.2,1.9,10.4,43.2,0.5,10.0,snacks,vegan
Coffee ice cream,150.6,3.1,9.4,14.1,0.2,5.0,snacks,vegan
Coffee pear alaska,204.0,2.9,13.2,19.4,0.2,5.0,common,vegan
Crunchy butterscotch,277.3,3.1,21.0,19.9,1.0,8.0,common,vegan
Peach melba ice cream,200.8,2.1,14.5,16.3,1.0,8.0,snacks,vegan
Vanilla ice cream with apples in hot cherry sauce,196.3,1.7,11.5,22.8,1.8,10.0,snacks,vegan
Grape and orange whip,57.4,1.4,2.6,6.7,1.8,10.0,common,vegan
Honey banana cream,125.5,2.8,6.7,13.6,1.8,10.0,common,vegan
Raspberry bavarian cream,150.1,3.3,7.9,17.8,1.0,8.0,common,vegan
Fruit delight,107.1,2.1,7.1,9.1,1.0,8.0,common,vegan
Creamy chocolate mousse,230.5,6.9,18.2,9.5,1.0,8.0,snacks,vegan
Cold lemon souffle,169.9,5.9,9.8,15.6,1.0,8.0,common,vegan
Cold orange souffle,173.2,5.9,9.8,16.3,1.8,10.0,common,vegan
Cold pineapple souffle,181.2,6.2,10.4,16.8,1.8,10.0,common,vegan
Cold vanilla souffle,179.5,6.2,10.3,16.3,1.0,8.0,common,vegan
Cold chocolate souffle,187.5,6.4,10.9,17.2,1.0,8.0,snacks,vegan
Stewed fruit (with pear),74.3,0.3,0.3,18.2,1.0,8.0,common,vegan
Apricot fool,240.8,1.5,11.3,33.6,1.0,8.0,common,vegan
Pavlova,200.6,1.8,12.3,21.8,1.0,8.0,common,vegan
Apple crumb pudding,220.9,1.5,8.9,35.2,1.8,10.0,snacks,vegan
Steamed cake with chocolate sauce,301.9,4.5,19.0,29.1,0.2,5.0,snacks,vegan
Hot lemon souffle,155.3,5.3,7.9,16.3,1.0,8.0,common,vegan
Gulab jamun with milk powder,471.2,0.9,40.2,28.2,1.8,10.0,common,vegan
Chum chum,130.1,1.5,1.9,28.3,1.0,8.0,common,vegan
Dil bahar,130.1,1.5,1.9,28.3,1.0,8.0,common,vegan
Rasbhari,130.1,1.5,1.9,28.3,1.0,8.0,common,vegan
Rajbogh,133.7,1.7,2.3,28.2,1.0,8.0,common,vegan
Rasgulla,118.6,1.4,1.7,25.8,1.0,8.0,common,vegan
Rasmalai,135.5,1.6,2.1,29.2,1.0,8.0,common,vegan
Khoa coconut burfi,411.5,10.0,26.0,36.5,1.0,8.0,common,vegan
Danedar burfi,102.7,3.2,4.7,12.3,1.0,8.0,common,vegan
Semolina burfi (Suji/Rava burfi),348.7,3.5,16.9,47.1,1.0,8.0,common,vegan
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.2,1.8,12.7,17.0,2.5,3.0,common,vegan
Khoa ladoo,396.0,12.2,24.1,34.4,1.0,8.0,common,vegan
Wheat and gram flour ladoo (Atta besan ladoo),501.7,9.4,29.9,50.5,1.0,8.0,common,vegan
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.8,5.4,25.5,48.0,1.0,8.0,common,vegan
Sesame chickpeas brittle (Til aur channe ki chikki),282.7,8.5,4.7,50.5,2.5,3.0,common,vegan
Murmura chikki,253.8,2.1,0.3,59.6,1.0,8.0,common,vegan
Masala onion pakora/pakoda (Pyaaz ke pakode),551.6,2.0,57.6,6.5,5.0,0.5,common,vegan
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.8,2.2,71.0,5.5,5.0,0.5,common,vegan
Chicken pakora/pakoda,590.1,6.0,61.0,4.6,0.0,0.0,common,vegan
Fish pakora/pakoda,577.0,6.0,59.5,4.6,1.0,8.0,common,vegan
Paneer cutlet,672.2,4.6,69.4,7.6,0.0,5.0,common,vegan
Sago cutlet/vadas (Sabudana cutlet/vadas),558.8,0.6,57.0,11.2,1.0,8.0,common,vegan
Poshtik cutlet,496.4,2.0,50.9,7.4,1.0,8.0,common,vegan
Egg cutlet (Anda cutlet),575.0,2.4,60.2,5.8,0.0,0.0,break-fast,vegan
Minced meat cutlet,531.9,5.1,54.5,5.6,0.0,0.0,common,vegan
Vegetable samosa,443.1,2.2,42.2,13.2,1.0,8.0,common,vegan
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,4.4,76.3,9.7,4.0,1.0,common,vegan
Masala urad dal vada,703.8,4.3,71.6,9.9,4.0,1.0,common,vegan
Khaman (dhokla),54.7,1.9,2.8,5.4,1.0,8.0,common,vegan
Instant dhokla,207.1,7.7,9.4,24.1,1.0,8.0,common,vegan
Tomato ginger chutney (Tamatar adarak ki chutney),44.7,1.0,0.3,9.1,2.5,3.0,common,vegan
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.7,1.5,0.4,8.2,2.5,3.0,common,vegan
Coriander chutney (Hare dhaniye ki chutney),42.9,1.4,0.4,8.2,5.0,0.5,common,vegan
Gooseberry chutney (Amla chutney),43.0,1.4,0.6,8.8,5.0,0.5,common,vegan
Walnut chutney (Akhrot ki chutney),370.4,9.4,33.5,8.9,5.0,0.5,common,vegan
Saunth/Sonth chutney with ginger,84.2,0.3,0.1,20.6,5.0,0.5,common,vegan
Gun powder chutney,312.3,21.6,2.7,47.6,5.0,0.5,common,vegan
Dessicated coconut chutney (Sookhe kase nariyal ki chutney),346.4,12.9,15.9,36.7,5.0,0.5,common,vegan
Curd mint dip,76.1,4.8,2.4,9.1,0.0,5.0,common,vegan
Curd vegetable dip,56.2,3.9,1.9,6.0,0.0,5.0,common,vegan
Mayonnaise vegetable dip,241.3,3.0,23.4,4.8,1.0,8.0,common,vegan
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.7,4.0,6.3,20.5,2.5,3.0,common,vegan
Tomato sandwich (grilled),189.9,6.3,9.4,21.3,2.5,3.0,common,vegan
French sandwich (toasted),186.7,6.8,11.5,14.8,1.0,8.0,break-fast,vegan
Peanut butter cucumber sandwich,243.3,9.0,10.6,29.8,2.5,3.0,common,vegan
Mint and peanut sandwich,273.6,7.2,13.9,31.8,1.0,8.0,common,vegan
Spicy chutney sandwich,249.6,8.7,9.6,34.0,1.0,8.0,common,vegan
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.8,12.6,16.8,22.6,0.0,0.0,common,vegan
Rolled sandwich,293.1,6.5,15.3,34.7,1.0,8.0,common,vegan
Ribbon sandwich,239.3,6.3,13.4,24.8,1.0,8.0,common,vegan
Checker board sandwich,348.4,7.4,24.7,25.9,1.0,8.0,common,vegan
Submarine sandwich,216.9,6.1,15.3,13.6,1.0,8.0,common,vegan
Cheese open sandwich,274.1,9.8,14.2,28.4,0.0,5.0,common,vegan
Sunset and sunrise open sandwich,241.3,8.6,15.1,18.9,1.0,8.0,common,vegan
Danish luncheon sandwich,193.8,9.0,10.1,17.8,1.0,8.0,common,vegan
Chicken and corn open sandwich,188.2,8.6,8.8,19.2,0.0,0.0,common,vegan
Chocolate sponge cake,239.9,9.1,5.5,39.5,1.0,8.0,snacks,vegan
Chocolate swiss roll,306.1,6.0,19.8,27.0,1.0,8.0,snacks,vegan
Lemon curd filling,225.6,3.4,12.6,26.4,0.0,5.0,common,vegan
Jam filling,184.6,0.0,0.0,46.2,1.8,10.0,common,vegan
Chocolate pastry,243.4,7.1,10.1,32.2,1.0,8.0,snacks,vegan
Assorted pastry,230.7,6.8,8.9,32.0,1.0,8.0,common,vegan
Orange gateau,178.0,4.8,6.0,27.0,0.2,5.0,common,vegan
Black forest gateau,217.8,5.9,8.6,30.6,0.2,5.0,common,vegan
Lemon cake,373.9,5.3,20.6,43.1,1.0,8.0,snacks,vegan
Dundee cake,396.6,7.8,22.7,41.4,1.0,8.0,snacks,vegan
Victorian sandwich cake,373.1,5.2,19.8,44.7,1.0,8.0,snacks,vegan
Chocolate eggless cake,312.0,6.7,13.2,43.4,0.0,0.0,break-fast,vegan
Orange eggless cake,355.6,7.2,13.8,52.6,1.8,10.0,break-fast,vegan
Chocolate glace icing,436.3,3.2,20.8,62.4,1.0,8.0,snacks,vegan
Butter icing,500.7,0.2,25.4,71.6,1.0,8.0,common,vegan
Chocolate butter icing,469.6,3.2,24.8,61.7,1.0,8.0,snacks,vegan
Almond biscuit (Badam ke biscuit),407.7,6.2,19.7,52.1,1.0,8.0,common,vegan
Orange biscuit,354.8,3.6,11.0,62.1,1.8,10.0,common,vegan
Gingerman biscuit,357.4,6.3,12.7,55.2,1.0,8.0,common,vegan
Coffee drops,443.1,7.6,27.2,43.1,0.2,5.0,common,vegan
Christmas biscuit,406.1,5.7,15.9,61.0,1.0,8.0,common,vegan
Christmas wreath biscuit,386.0,5.4,15.0,58.1,1.0,8.0,common,vegan
Christmas bell biscuit,404.8,5.7,15.8,60.8,1.0,8.0,common,vegan
Christmas star biscuit,392.0,3.5,10.0,74.5,1.0,8.0,common,vegan
Christmas tree biscuit,385.6,5.4,15.0,58.4,1.0,8.0,common,vegan
Chocolate cream shells,427.2,5.1,19.3,59.3,1.0,8.0,snacks,vegan
Jelly biscuit,404.6,4.2,19.3,55.2,1.8,10.0,common,vegan
Cherry and walnut cookies,422.6,5.6,18.8,59.4,1.0,8.0,snacks,vegan
Cheese straws,382.0,9.8,24.3,30.6,0.0,5.0,common,vegan
Butterfly biscuit,341.4,10.0,22.1,25.3,1.0,8.0,common,vegan
Flan pastry,445.8,6.7,25.0,47.8,1.0,8.0,common,vegan
Fruit flan,261.4,3.3,12.5,34.7,1.0,8.0,common,vegan
Orange cream flan,280.3,4.7,13.6,36.2,1.8,10.0,common,vegan
Fruit puree tart,286.5,3.3,16.8,30.4,0.5,10.0,common,vegan
Apple banana pie,244.0,3.1,11.4,32.1,1.8,10.0,snacks,vegan
Lemon chiffon pie,259.3,4.9,14.5,27.6,1.0,8.0,snacks,vegan
Orange chiffon pie,207.6,3.9,11.2,23.1,1.8,10.0,snacks,vegan
Cream buns,215.7,4.5,15.8,14.2,1.0,8.0,common,vegan
Savoury puffs,190.8,9.5,15.2,10.8,1.0,8.0,common,vegan
Choux swans,216.3,4.4,15.6,14.9,1.0,8.0,common,vegan
Potato aigrettes,530.0,2.4,54.2,8.0,1.0,8.0,common,vegan
Cream horns,408.2,3.4,33.6,23.1,1.0,8.0,common,vegan
Savoury cheese horns,295.1,5.7,20.7,21.4,0.0,5.0,common,vegan
Paneer patties,338.6,7.6,24.0,22.8,0.0,5.0,common,vegan
Vegetable patties,261.9,4.0,17.7,21.0,1.0,8.0,common,vegan
Pearl millet infant food (Bajra shishu aahaar),362.4,12.0,6.6,62.1,1.0,8.0,common,vegan
Sajina,345.3,10.8,3.0,66.9,1.0,8.0,common,vegan
Cereal mix,120.8,3.3,2.0,21.8,1.0,8.0,break-fast,vegan
Pulse mix,83.3,3.2,0.5,16.0,1.0,8.0,common,vegan
Shishu ahar,93.4,2.6,1.4,17.4,1.0,8.0,common,vegan
Cereal pulse mix with amylase rice flour,151.6,4.3,2.7,27.8,1.0,8.0,break-fast,vegan
Banana groundnut paste/puree,213.2,4.3,5.5,36.2,1.8,10.0,common,vegan
Rice dal porridge (Chawal dal ki khichdi/khichri),383.3,10.8,8.3,65.0,3.0,1.0,common,vegan
Lentils and semolina porridge (Dal suji porridge/daliya),117.3,3.3,1.1,23.2,3.0,1.0,common,vegan
Spinach khichri (Palak khichri/khichdi),102.2,3.4,1.9,17.4,2.5,3.0,common,vegan
Vegetable mix,174.2,4.7,0.9,36.0,1.0,8.0,common,vegan
Lentils and wheat porridge (Dal wheat porridge/daliya ),52.5,2.7,0.9,8.4,3.0,1.0,common,vegan
Maize porridge,89.6,2.1,1.9,15.6,3.0,1.0,common,vegan
Spinach peanut burfi (Palak aur mungfali ki burfi),105.4,3.4,4.4,13.6,2.5,3.0,common,vegan
Split bengal gram burfi/fudge (Channa dal burfi),287.4,4.6,7.1,54.6,4.0,1.0,common,vegan
Chickpea flour cookies (Sweet besan rounds/cookies),207.0,4.3,3.4,39.6,1.0,8.0,snacks,vegan
Pearl millet mathri (Bajra mathri),785.1,1.8,83.1,7.4,1.0,8.0,common,vegan
Sesame biscuit (Til ke biscuit),424.0,8.3,19.3,53.6,1.0,8.0,common,vegan
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.6,4.1,67.2,8.7,4.0,1.0,common,vegan
Poshtik namak paras,613.4,6.5,56.6,19.5,1.0,8.0,common,vegan
Soya chikki,423.7,7.2,15.5,62.9,1.0,8.0,common,vegan
Besan bathua chilla/cheela,373.8,11.5,18.6,40.6,1.0,8.0,common,vegan
Wheat flour and nuts ladoos (Atta nuts ladoos),391.9,9.5,19.2,44.3,1.0,8.0,common,vegan
Gram flour and semolina dhokla (Besan suji dhokla),198.9,8.5,7.1,25.9,1.0,8.0,common,vegan
Atta dal burfi,298.8,6.7,12.5,40.6,4.0,1.0,common,vegan
Soya roti,284.0,9.2,9.2,40.0,1.0,8.0,common,vegan
Poshtik khichdi/khichri,93.4,3.0,1.9,15.6,3.0,1.0,common,vegan
Namkeen daliya,295.1,8.3,8.0,49.3,3.0,1.0,common,vegan
Sprouts upma,316.2,9.5,10.4,45.0,1.0,8.0,common,vegan
Semolina idli (Suji/Rava idli),206.4,9.3,3.5,33.7,1.0,8.0,common,vegan
Poshtik chilla/cheela,159.5,4.8,3.0,27.5,1.0,8.0,common,vegan
Stuffed bittergourd (dry) (Bharwa karela),217.6,1.3,22.4,2.5,2.5,3.0,common,vegan
Cauliflower potato canjee,16.8,0.6,0.4,2.6,1.0,8.0,common,vegan
Creamed spinach,96.9,5.2,6.4,4.4,2.5,3.0,common,vegan
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),68.4,1.9,2.8,9.2,0.2,5.0,snacks,vegan
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),68.5,1.9,2.8,9.3,0.2,5.0,snacks,vegan
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),67.8,1.9,2.7,9.1,0.2,5.0,snacks,vegan
Woodapple juice (Bel ka sharbat),34.2,0.6,0.7,6.5,0.2,5.0,common,vegan
Sattu drink,23.4,0.6,0.1,5.2,0.2,5.0,common,vegan
Apple and honey sorbet (Seb aur shehad ka sharbat),121.3,0.2,0.3,30.7,1.8,10.0,common,vegan
Thandai,101.2,3.6,5.9,9.1,1.0,8.0,common,vegan
Cucumber sharbat (Kheere ka sharbat),27.3,0.3,0.1,6.6,2.5,3.0,common,vegan
Apple oats chia seed smoothie,85.6,3.5,2.5,13.1,1.8,10.0,common,vegan
Nannari sharbat,88.8,0.0,0.0,23.6,1.0,8.0,common,vegan
Semolina milk drink (Thari kanji),44.2,1.0,1.4,6.9,0.2,5.0,common,vegan
Saffron milk (Kesariya doodh),102.2,3.2,4.6,12.6,0.0,5.0,common,vegan
Black rice kheer (Chak-hao kheer),147.9,4.4,4.9,22.9,1.0,8.0,common,vegan
Coconut kheer (Nariyal ki kheer),162.6,3.4,10.5,14.4,1.0,8.0,common,vegan
Apple sago payasam (Seb aur sabudana ki kheer),136.5,3.1,7.7,14.4,1.8,10.0,common,vegan
Kesari bath,244.6,2.4,12.6,31.4,1.0,8.0,common,vegan
Putharekulu,318.3,3.7,7.6,59.6,1.0,8.0,common,vegan
Mango malpua,334.6,1.6,30.7,12.8,1.8,10.0,common,vegan
Mango vanilla custard,147.6,3.4,7.0,18.4,1.8,10.0,common,vegan
Kiwi granola pudding,281.0,5.6,15.4,32.3,1.0,8.0,snacks,vegan
Oats burfi,425.2,8.9,17.3,62.5,1.0,8.0,common,vegan
Lotus seed halwa (Kamal gattay ka halwa),370.5,7.8,20.7,39.6,1.0,8.0,common,vegan
Amaranth ladoo (Rajgira ladoo),454.1,10.1,22.7,51.3,1.0,8.0,common,vegan
Chhena poda,344.6,13.7,17.9,33.6,1.0,8.0,common,vegan
Sweet couscous dessert,196.2,3.8,7.7,29.7,1.0,8.0,common,vegan
Sweetened yogurt (Shrikhand),107.2,5.3,2.9,16.0,1.0,8.0,common,vegan
Thickened sweetened milk (Rabri),102.8,3.5,5.3,10.5,0.0,5.0,common,vegan
Gram flour halwa (Besan halwa),276.8,5.9,17.3,25.8,1.0,8.0,common,vegan
Prawn sandwich,169.6,10.4,9.3,11.9,1.0,8.0,common,vegan
Watercress sandwich,229.4,5.2,11.5,28.0,1.0,8.0,common,vegan
Fish sandwich,150.2,4.7,10.4,10.1,1.0,8.0,common,vegan
Kidney bean sandwich with cottage cheese,176.6,9.8,6.8,18.9,0.0,5.0,common,vegan
Finger millet biscuit (Ragi biscuit),458.6,4.0,25.8,52.7,1.0,8.0,common,vegan
Buttermilk biscuit,322.5,5.8,17.5,34.9,0.0,5.0,common,vegan
Lemon cookies,394.5,5.6,23.0,42.2,1.0,8.0,snacks,vegan
Sweet potato biscuit (Shakarkand ke biscuit),296.4,5.1,13.3,38.1,1.0,8.0,common,vegan
Raspberry shortbread cookies,441.1,3.0,21.3,61.2,3.0,1.0,snacks,vegan
